38.290424500,40.805092500
38.741491676,40.939404704
39.166438420,41.136934477
39.574433173,41.370907299
39.970250532,41.625524626
40.374053720,41.867263734
40.796277607,42.073717635
41.231591142,42.252357893
41.642379364,42.478782364
41.982631653,42.798448619
42.262002332,43.176006172
42.491965197,43.586637936
42.702837440,44.007268979
42.913218351,44.428238732
43.133952525,44.843676093
43.387194267,45.240326766
43.637274324,45.638816106
43.821936382,46.069815071
43.865587636,46.536929537
43.845305320,47.006993128
43.842944493,47.477524584
43.848548652,47.948130323
43.853873431,48.418739516
43.861321473,48.889299181
43.890065651,49.359017020
43.896913002,49.828935970
43.819158742,50.291861040
43.679021855,50.740678607
43.513687377,51.181279706
43.353243948,51.623720130
43.220672873,52.075251727
43.097370895,52.529431842
42.963932320,52.980608333
42.803364771,53.422174775
42.597670334,53.844688647
42.324931535,54.228244266
42.014053148,54.580991321
41.687296890,54.919519552
41.354866277,55.252647881
41.028843505,55.591985381
40.725298557,55.951634077
40.422261211,56.311605438
40.091047250,56.645158514
39.717336137,56.929837867
39.317914354,57.177917920
38.906344163,57.406058531
38.491835784,57.628933514
38.081016091,57.858487952
37.676401976,58.098879870
37.272090026,58.339773779
36.864722700,58.575428063
36.451612340,58.800821003
36.032378375,59.014662164
35.609097383,59.220411925
35.184235315,59.422880399
34.760227909,59.627132901
34.337089546,59.833179253
33.913721630,60.038753887
33.490822534,60.245290793
33.069210261,60.454438248
32.649479182,60.667330703
32.231368134,60.883391491
31.814140286,61.101157088
31.396958314,61.319011417
30.977503207,61.532422260
30.555719647,61.741217135
30.134441751,61.950994151
29.718428144,62.170844205
29.313753769,62.410861225
28.927805690,62.680026892
28.555849475,62.968346033
28.187741948,63.261591075
27.812955845,63.546087608
27.429535754,63.818999058
27.042745549,64.087128777
26.666180874,64.369441389
26.313618835,64.680661576
26.001545371,65.031460696
25.739397412,65.421784504
25.501963035,65.828107594
25.251253301,66.226224941
24.980270228,66.611021040
24.702440101,66.990904951
24.436601361,67.379188817
24.195051067,67.782377722
23.991935461,68.205755442
23.841401993,68.651471311
23.734724977,69.109861298
23.645365598,69.571894287
23.552359522,70.033234819
23.442849350,70.490776123
23.318029039,70.944546865
23.199421195,71.399932545
23.114063537,71.862381175
23.084337405,72.331534659
23.112830961,72.801231101
23.155004232,73.269974357
23.176135035,73.739897805
23.182194321,74.210478540
23.183548894,74.681088100
23.219845871,75.150325668
23.313200340,75.609709636
23.483498118,76.043430547
23.739487219,76.437418648
24.058861434,76.783108502
24.396826111,77.110306259
24.737353874,77.435122782
25.067631127,77.770052703
25.370537782,78.130224205
25.678292586,78.486077832
26.025795164,78.802579184
26.425183774,79.051116545
26.846507693,79.260014943
27.276412863,79.451331538
27.708057439,79.638865913
28.135695320,79.835177122
